legid,reconstructed_duration
#26:2996,624
#25:11028,1355
#27:2969,780
#22:11110,1627
#23:11090,362
#23:11077,500
#28:2939,807
#24:11044,1480
#29:2911,1301
#25:11016,271
#22:11098,291
#26:2991,405
#23:11078,274
#27:2964,777
#28:2940,543
#25:11017,408
#22:11267,1409
#22:8241,905
#23:8221,3736
#23:8375,531
#24:8344,2182
#25:8318,745
#27:2178,69
#24:8200,951
#23:8231,1327
#28:2154,237
#25:8177,360
#24:8261,545
#22:8385,362
#25:8355,1133
#24:8382,862
#25:8356,466
#22:8435,1224
#23:8415,136
#24:8384,952
#25:8358,881
#22:8485,637
#24:8434,1723
#25:8408,408
#22:8911,356
#23:8891,2948
#25:10124,907
#25:10125,1224
#23:10185,771
#29:2642,366
#25:10126,726
#23:10186,545
#24:9096,583
#22:10206,530
#22:10207,930
#23:10066,837
#24:10079,1428
#26:2702,1502
#25:10052,1768
#27:2676,397
#22:10131,1334
#23:10110,401
#22:10130,584
#25:10127,311
#24:10154,646
#25:10253,297
#27:2728,264
#22:10333,2368
#25:10254,1678
#24:8334,437
#25:8309,213
#24:8428,207
#25:8402,1191
#23:8460,164
#23:8664,318
#22:8683,338
#23:8663,553
#24:8632,265
#22:8682,345
#23:8662,673
#24:8631,269
#25:9126,363
#22:9204,181
#23:9184,554
#26:2452,238
#25:9127,136
#28:2403,1083
#24:9154,323
#29:2376,239
#25:9128,454
#25:9268,495
#22:9346,1022
#28:2436,2154
#23:9326,182
#29:2409,768
#23:9325,565
#27:2460,1110
#24:9294,371
#22:9344,449
#24:9293,752
#25:9267,223
#25:10647,874
#22:10728,212
#22:10730,637
#23:10710,384
#24:10677,168
#25:10649,655
#25:10648,215
#22:10729,637
#23:10709,241
#24:10675,1016
#22:10717,1636
#22:10718,1234
#25:10650,448
#22:10731,715
#23:10711,474
#24:10665,397
#25:10638,635
#22:10719,345
#27:2845,572
#24:10666,630
#25:10639,395
#22:10720,404
#23:10700,814
#24:10667,538
#23:10701,1535
#29:2793,1246
#24:10668,350
#25:10644,443
#22:10725,836
#23:10705,370
#27:2846,3926
#24:10672,9329
#22:10727,652
#23:10707,1033
#24:10674,637
#23:10687,642
#25:10627,542
#26:2870,4988
#25:10628,8224
#23:10689,6669
#24:10656,1724
#27:2843,235
#23:10690,461
#25:8395,1835
#28:2209,131
#25:8410,1362
#23:8854,390
#29:2290,855
#24:8823,616
#24:8943,406
#28:2351,585
#25:8917,375
#22:8957,271
#24:9126,131
#25:9100,1311
#22:9178,1049
#24:9933,2621
#27:2414,104
#23:9139,273
#24:9108,589
#24:9115,97
#25:9176,368
#22:9254,1478
#23:9234,5173
#24:9204,282
#25:9178,3863
#25:9179,1265
#28:2417,1062
#23:9237,276
#25:9332,183
#22:9410,727
#24:9359,3191
#25:9334,1046
#22:9412,10194
#23:9394,721
#22:9442,136
#23:9422,1990
#26:2509,1135
#22:9443,214
#24:9953,227
#25:9926,1734
#23:9986,265
#25:10615,2001
#24:10643,4183
#25:10616,727
#25:10617,1682
#25:10618,4957
#27:2841,1108
#23:10679,410
#24:10646,1721
#25:10619,10692
#22:10935,1726
#23:10915,2292
#25:10855,2669
#22:10936,1773
#25:10857,2046
#22:10938,8295
#23:10919,456
#24:10886,4233
#22:10940,5478
#29:2860,1226
#22:10941,3485
#23:13540,4719
#24:13505,91
#25:13472,7068
#26:3754,352
#24:13506,4446
#25:13473,7527
#27:3725,795
#25:13474,1395
#22:13935,1904
#23:9172,916
#24:9201,575
#25:11788,393
#22:12472,786
#29:3344,786
#23:12452,131
#22:11393,182
#23:11373,364
#24:11339,1227
#25:11310,955
#24:11941,979
#28:3216,507
#29:3186,1269
#22:11996,641
#24:24102,300
#29:6731,460
#25:24058,727
#22:24183,378
#26:6848,242
#23:24151,401
#22:24339,448
#27:6845,354
#23:24307,274
#23:24711,1541
#24:24662,1561
#28:6930,557
#25:24618,1203
#22:24744,396
#24:24738,229
#25:24694,862
#22:24820,179
#23:25087,370
#27:7077,272
#24:25038,132
#22:25119,1531
#24:25037,1015
#26:7118,797
#25:24993,304
#22:26651,985
#29:7468,1073
#23:26619,3100
#26:7586,742
#24:26570,215
#27:7545,418
#25:26526,436
#28:7507,370
#23:26620,263
#25:26774,211
#22:26900,792
#24:12085,228
#26:3307,602
#25:12055,228
#27:3280,1365
#22:12140,318
#25:12518,961
#26:3466,362
#22:12603,1450
#22:12251,319
#23:12231,773
#24:12197,322
#28:3290,525
#22:12252,615
#29:3260,240
#23:12232,317
#24:12198,455
#25:12519,549
#22:12604,483
#27:3438,685
#23:12584,1543
#28:3413,702
#24:12550,183
#23:12583,139
#24:12549,604
#22:12628,1505
#23:12608,228
#24:12574,231
#22:13789,183
#23:13768,137
#27:3796,527
#25:13700,155
#25:13710,533
#26:3827,697
#22:13800,1090
#23:13779,91
#24:13744,638
#25:13711,455
#25:13799,820
#26:3848,368
#23:13869,1381
#23:13889,1749
#24:14781,1017
#25:14746,1753
#22:14844,555
#24:14782,844
#29:4066,279
#25:14747,1265
#22:12637,1166
#26:3472,686
#24:12583,386
#27:3444,229
#24:12584,1160
#22:13813,182
#23:13792,441
#24:13757,160
#24:15111,272
#29:4167,1061
#25:15076,136
#26:4265,1535
#22:15176,160
#22:15175,1527
#28:4200,1368
#23:15151,135
#25:15074,721
#22:15174,1048
#26:4264,507
#27:4231,448
#24:15110,267
#25:15075,1187
#24:15109,898
#23:15274,1054
#26:4304,580
#25:15199,221
#22:15299,576
#23:15275,698
#24:15353,1944
#23:15393,1212
#25:15317,636
#24:15352,639
#25:15788,646
#27:4457,952
#22:15893,182
#23:15867,118
#28:4425,1497
#24:15825,261
#22:15852,612
#24:15824,554
#23:24327,255
#26:6891,1118
#24:24279,217
#27:6851,314
#25:24235,326
#23:29480,2692
#24:14948,660
#24:15051,585
#28:4181,459
#25:15016,920
#22:15164,2313
#23:15140,470
#23:15159,725
#25:15084,95
#23:15161,91
#24:15121,635
#25:15086,685
#25:15248,646
#29:4225,656
#22:15348,595
#26:4323,840
#23:15324,1308
#23:15346,1283
#24:16014,2501
#23:15478,901
#25:15413,378
#22:15531,594
#22:15639,1308
#26:4414,984
#23:15615,1819
#27:4380,981
#24:15574,227
#25:15539,717
#22:15640,620
#24:15726,774
#23:15817,409
#26:4476,303
#24:15775,1834
#24:16101,2315
#25:16065,370
#22:16170,328
#22:16169,1459
#23:16124,886
#23:16249,1759
#24:16207,360
#25:16171,1144
#25:16170,701
#27:4566,365
#22:16275,153
#22:16276,462
#23:15528,646
#24:15597,631
#23:15712,2151
#24:15678,1703
#22:15744,953
#28:4391,980
#23:15720,481
#25:15642,1500
#22:15818,1508
#22:15819,654
#24:15828,83
#28:4426,247
#25:15792,575
#23:16049,855
#24:16007,291
#24:16029,1029
#29:4453,380
#25:15993,980
#24:16030,701
#24:15556,1817
#24:16283,2917
#24:16319,767
#26:4629,1653
#25:16280,569
#24:16482,1904
#29:4558,881
#24:16493,2170
#22:16617,2469
#23:16589,2801
#23:32360,994
#28:9083,1198
#24:32310,109
#29:9044,348
#25:32266,948
#24:15669,933
#23:15723,546
#24:15681,501
#22:15869,232
#24:15904,937
#24:15941,510
#22:16902,319
#22:15736,2353
#24:17969,1178
#25:16111,2676
#26:4589,947
#22:16216,175
#24:16148,769
#29:4487,246
#25:16112,634
#22:16217,724
#23:16191,1474
#24:16149,408
#25:16113,679
#25:16190,497
#25:17927,707
#22:16384,487
#22:18049,480
#22:17323,1214
#26:4893,497
#23:17294,208
#27:4857,475
#24:17248,1048
#28:4822,2529
#22:17324,2765
#24:17249,6824
#22:18044,741
#27:5063,524
#23:18012,363
#24:17965,441
#25:17923,335
#22:18045,285
#23:18013,318
#24:17966,4354
#22:18046,980
#24:17964,690
#23:17833,3642
#23:18008,520
#25:17744,227
#26:5061,1631
#22:17866,256
#24:17960,2707
#24:17946,525
#24:18155,635
#23:16661,1259
#24:16738,3224
#22:16903,1392
#22:16904,270
#27:4732,355
#23:16876,375
#24:16960,2035
#25:16919,3265
#22:17036,225
#23:17007,2687
#22:17094,271
#28:4756,1672
#23:17065,271
#22:17291,1971
#24:17310,1674
#25:17268,360
#22:17491,1676
#23:17459,1866
#23:17493,815
#24:17447,743
#22:17622,867
#23:17590,939
#24:17544,996
#25:17502,2420
#29:4875,562
#22:17623,4220
#25:17632,227
#22:17754,3265
#22:17902,1868
#23:17870,1266
#24:17823,3699
#25:17911,1621
#22:18033,90
#22:18428,1909
#23:18396,362
#24:18349,3292
#22:18837,1601
#24:18758,135
#25:18716,226
#22:18838,3451
#25:18972,401
#27:5311,322
#22:19094,137
#28:5274,1118
#23:19062,311
#29:5237,659
#24:19015,164
#26:5350,240
#25:18973,271
#27:5312,265
#22:19095,730
#24:19014,632
#24:19285,6402
#28:5356,510
#24:19286,1082
#23:19612,1643
#24:19565,135
#22:19645,3426
#23:19861,1965
#24:19814,361
#25:19772,815
#23:19862,968
#25:19773,136
#22:19895,2315
#24:20008,1586
#25:19966,325
#23:20056,3013
#27:5583,313
#24:20009,3715
#23:20181,1623
#25:20092,1765
#26:5661,282
#22:20214,272
#22:20410,1938
#24:20331,2594
#25:20593,1667
#22:20715,180
#23:20683,136
#24:20636,3311
#24:21012,3515
#27:5876,335
#24:21013,226
#25:20971,3553
#28:5839,301
#22:21093,1223
#29:5802,716
#23:21061,136
#26:5916,694
#24:21014,3196
#27:5877,636
#25:20972,182
#25:21280,1766
#22:21402,180
#24:21651,90
#25:21609,1413
#22:21731,1838
#23:21699,901
#24:21652,135
#22:21732,816
#23:21700,180
#24:21653,226
#25:21611,1488
#25:21811,1623
#22:21933,140
#24:21854,3969
#25:21812,588
#24:21855,593
#23:22267,1625
#24:22220,145
#25:22177,272
#22:22300,1593
#22:22681,1766
#23:22649,135
#25:22558,2946
#24:23535,1840
#25:23492,272
#22:23615,3545
#23:24068,1850
#24:24020,136
#25:23976,901
#22:24101,164
#24:24021,136
#25:23977,880
#22:24102,290
#28:6747,486
#23:24070,1492
#25:24236,1301
#23:24328,263
#28:6813,381
#24:31811,1029
#23:31867,1392
#25:31771,632
#22:31900,1892
#25:31768,1716
#22:31897,135
#22:31896,904
#23:31862,221
#23:31863,181
#24:31813,2060
#23:32529,1577
#24:32479,270
#24:32518,360
#25:32474,332
#25:33237,1622
#22:33368,180
#24:33283,368
#26:9422,651
#22:33369,1623
#23:33962,1757
#24:33912,204
#23:33963,1658
#22:34688,1577
#23:34653,139
#24:34603,1553
#25:34558,360
#27:9802,308
#23:34654,316
#28:9763,1645
#25:34559,1937
#27:9803,390
#23:34655,632
#25:34560,136
#22:34691,1409
#25:34561,859
#25:35290,226
#29:9952,456
#22:35421,211
#22:35881,2059
#24:35336,136
#25:35291,1523
#22:35882,1803
#23:35845,135
#24:35795,226
#25:35748,676
#22:35883,221
#23:35846,136
#24:35796,3545
#22:36226,1716
#23:36189,184
#22:36227,226
#23:36190,6527
#25:36283,1716
#22:36418,91
#23:36381,1718
#25:36846,1760
#22:36984,180
#23:36944,994
#29:10367,306
#24:36894,2569
#22:37565,1622
#23:37525,135
#24:37475,136
#25:37428,1748
#23:37890,2828
#24:38991,378
#26:11119,371
#29:10992,398
#23:39046,268
#24:38996,1892
#25:38949,135
#25:38950,898
#28:11035,253
#22:39088,1173
#22:39518,1791
#22:39517,1081
#23:39477,248
#23:39478,372
#28:11150,285
#24:39428,1170
#23:17073,409
#23:17072,814
#24:17026,322
#25:16729,524
#24:17304,1638
#22:17380,1941
#25:17274,383
#28:4842,272
#22:17393,272
#23:17448,408
#22:17677,1663
#23:17645,181
#22:17752,1981
#23:17799,1216
#26:5050,636
#24:17752,681
#23:17868,385
#27:5030,332
#24:17821,884
#24:17826,340
#26:5069,588
#25:17784,756
#25:18317,1231
#27:5159,887
#22:18439,724
#24:18745,1593
#22:18826,1758
#28:5192,3051
#25:18705,723
#25:19925,1844
#23:20015,1467
#26:5610,487
#24:19968,239
#23:20094,1827
#22:20387,1297
#22:20388,1838
#29:5680,405
#23:20676,180
#23:21010,2526
#23:21228,1482
#25:22638,1389
#26:6413,447
#23:22729,1459
#24:24140,1597
#22:24221,1683
#25:24098,329
#28:6777,503
#22:24223,1037
#25:17767,867
#28:4990,380
#22:17889,1422
#23:17923,714
#25:17845,627
#22:17967,934
#25:19367,833
#26:5466,533
#22:19489,736
#24:19410,973
#25:19368,968
#22:19490,2122
#24:19411,1317
#27:5428,355
#25:19369,277
#28:5391,349
#22:19491,4598
#29:5354,1081
#23:19459,2592
#26:5467,1209
#24:19412,819
#25:19370,181
#23:19460,364
#24:19413,822
#25:19371,3277
#22:19493,1276
#23:19461,136
#27:5429,1731
#24:19414,2465
#25:19372,151
#22:19494,199
#25:25171,898
#26:7166,444
#22:25297,1349
#23:25265,1708
#25:27326,598
#23:27420,1011
#23:27421,581
#29:7675,1269
#24:27372,504
#26:7794,458
#25:27328,214
#25:27329,1476
#24:27375,4896
#25:27331,275
#26:7795,1336
#22:27458,203
#27:7753,819
#23:27425,413
#24:27376,230
#25:27332,1013
#28:7715,404
#23:27426,1698
#25:27334,493
#23:27428,217
#29:7677,1152
#24:27379,5110
#26:7796,509
#25:27335,91
#22:27462,1936
#23:27429,320
#24:27380,965
#25:27336,505
#22:27463,86
#23:27430,494
#24:27382,818
#25:27338,415
#27:7754,324
#22:27465,2635
#28:7716,556
#24:27383,1151
#29:7678,936
#25:27339,1202
#22:27466,855
#26:7797,403
#23:27433,679
#24:27385,225
#25:27341,590
#25:17779,181
#22:17901,1210
#28:4993,455
#24:17822,152
#25:17849,1593
#24:18995,848
#29:5232,316
#25:18953,1000
#26:5398,1050
#23:19219,1496
#27:5360,255
#25:19130,1639
#24:19168,1570
#28:5321,794
#25:19126,725
#23:19216,520
#25:19128,1586
#27:5359,767
#23:19218,3573
#22:19300,272
#28:5337,361
#23:19268,408
#25:19179,406
#25:19180,741
#23:19348,408
#24:19301,438
#24:19330,480
#28:5371,1486
#22:19410,406
#22:19673,1709
#23:19641,91
#24:19594,1581
#23:28058,723
#26:7972,478
#24:28009,4384
#23:28059,1269
#23:28561,1725
#25:28467,498
#27:8079,1300
#22:28594,319
#25:29019,273
#22:29146,2031
#24:29062,1767
#25:29018,136
#23:29602,2884
#27:8331,706
#24:29553,153
#28:8293,1612
#25:29509,527
#24:29548,676
#24:31881,792
#27:9005,383
#25:31837,683
#23:31932,1415
#28:8967,151
#24:31882,662
#23:35737,2636
#24:35695,771
#24:37874,643
#27:10723,341
#25:37827,1315
#22:37965,152
#28:10684,378
#23:37925,1731
#23:38251,251
#26:10884,338
#25:38154,136
#24:38202,365
#28:10799,972
#25:38155,367
#25:38440,2565
#22:17890,1966
#22:17922,1573
#23:17890,131
#28:4996,1419
#24:17843,262
#29:4959,1835
#27:5034,786
#23:17891,1573
#25:17802,1573
#23:17864,1005
#24:17849,1192
#25:17810,874
#23:17931,841
#24:18005,271
#22:18106,1265
#24:18143,895
#24:18452,1102
#22:18736,1063
#22:18737,475
#24:18658,278
#27:5206,231
#25:18616,268
#22:18897,903
#23:18865,2034
#25:18776,1081
#22:19189,410
#23:19267,297
#28:5339,235
#26:5429,401
#27:5391,632
#25:19228,269
#22:19473,882
#25:19438,565
#22:19560,469
#24:19712,1085
#24:19713,952
#25:19671,460
#22:20001,1085
#23:19969,1089
#22:20264,1398
#23:20232,722
#24:20185,1807
#25:20143,270
#22:20266,2942
#23:20234,179
#24:20187,569
#23:20530,513
#23:21006,955
#23:21007,1149
#22:21040,1113
#23:21059,1170
#24:21062,2284
#28:5855,379
#25:21020,1120
#29:5818,720
#22:21142,548
#26:5932,709
#23:21110,2198
#24:21063,741
#25:21021,530
#25:17774,2748
#22:17957,3360
#22:18120,2981
#24:18277,3122
#22:18358,2737
#22:18936,3389
#24:19637,2840
#24:19874,1088
#24:20032,3081
#25:20269,2988
#25:20400,1011
#22:20522,973
#29:5627,80
#23:20490,502
#24:20443,335
#24:17817,871
#22:17940,1049
#24:17862,1573
#27:5040,786
#22:17896,1049
#22:31818,1442
#25:31697,262
#25:33550,1180
#25:17780,2073
#24:17870,2247
#25:18064,1478
#22:18186,433
#23:18154,2064
#22:18199,1499
#22:18998,940
#22:18997,2224
#23:19689,1972
#27:5489,539
#24:19642,577
#22:19722,317
#23:19690,787
#24:19936,1836
#24:20171,3144
#22:20299,655
#29:5570,864
#23:20267,595
#22:20300,671
#27:5645,246
#28:5608,864
#24:20221,727
#24:20521,976
#25:20479,646
#22:20600,1520
#28:5683,238
#23:20568,271
#23:20805,1120
#22:21018,939
#25:20896,1026
#23:20985,877
#22:22488,4512
#25:22365,3024
#22:17899,2180
#25:17841,2820
#26:5091,96
#22:17994,477
#24:17915,520
#27:5052,65
#25:17870,1623
#29:4978,172
#25:17871,1422
#22:18892,1204
#24:17825,393
#23:17878,393
#23:18307,2228
#24:17861,918
#26:5078,524
#22:17942,1180
#23:17948,2753
#26:5087,131
#25:18053,2621
#27:5095,918
#23:18143,786
#23:18141,131
#28:5057,393
#24:18094,131
#29:5020,655
#25:18052,131
#24:18776,1835
#24:18775,524
#27:5236,1311
#25:18733,5112
#22:19686,2884
#23:19653,2753
#25:17792,262
#23:17882,524
#24:17887,1704
#24:18131,524
#27:5100,131
#25:18089,262
#22:17906,2588
#25:17922,830
#24:18013,831
#22:18898,864
#24:18418,524
#22:18499,393
#23:18469,1180
#25:18380,524
#22:18502,131
#24:18846,131
#29:5183,131
#22:18926,393
#24:19086,524
#29:5264,262
#25:19044,1049
#23:19134,655
#22:19574,131
#23:19542,918
#23:19382,262
#23:19544,131
#26:5492,262
#22:19577,393
#23:19545,524
#25:19456,131
#25:19457,131
#26:5493,1311
#23:19547,262
#23:19548,262
#29:5381,786
#25:19460,131
#27:5456,1049
#23:19550,262
#29:5382,1049
#24:19503,1966
#23:19551,1966
#23:19643,918
#22:19677,1049
#22:19790,524
#23:20163,262
#25:20073,262
#24:20114,524
#25:20070,262
#22:21569,655
#23:21537,1573
#26:6067,262
#24:21490,1049
#27:6028,131
#23:30953,4063
#24:30903,1573
#23:17926,393
#28:5006,131
#24:17879,1573
#29:4969,393
#25:17837,262
#26:5082,262
#22:17959,1704
#23:17928,2097
#23:18067,1704
#22:18111,2228
#25:18125,262
#22:18247,524
#23:18215,1049
#25:18126,1049
#24:18169,918
#27:5108,131
#22:18314,524
#23:18282,262
#25:18193,131
#25:18195,5898
#24:18635,393
#25:18593,262
#26:5237,524
#22:19055,1704
#25:31055,1966
#23:31149,262
#24:31100,1049
#25:31053,4981
#25:31192,1835
#25:32040,1704
#24:32582,1704
#23:32756,524
#24:32815,524
#29:9179,786
#23:32945,2097
#26:9320,524
#24:33528,2359
#24:33529,1442
#23:17941,363
#28:5009,700
#24:17894,181
#25:17868,408
#29:4977,1376
#22:17990,194
#22:18036,2864
#24:18038,2874
#26:5117,281
#25:17996,140
#27:5079,317
#22:18118,980
#28:5042,399
#24:18039,132
#24:18125,479
#28:5062,308
#22:18205,227
#23:19171,731
#29:5274,535
#24:19124,2253
#26:5387,534
#25:19082,423
#23:18172,449
#23:17922,316
#24:17875,1022
#23:17940,3255
#24:18047,1928
#29:5007,345
#25:18005,1121
#24:18107,563
#25:18065,380
#24:18180,2730
#22:18260,359
#23:18228,317
#22:18380,2468
#22:18692,2618
#26:5229,1112
#24:18613,226
#25:18737,378
#24:18780,1888
#28:5200,577
#25:18738,3121
#25:18775,445
#25:18917,1592
#29:5219,335
#24:18962,215
#26:5332,377
#25:18920,2266
#22:19210,452
#25:19089,543
#25:19143,767
#23:19311,411
#26:5426,289
#24:19264,347
#27:5388,685
#25:19222,324
#23:19633,2795
#24:19586,363
#29:5404,275
#25:19544,182
#23:19703,3167
#25:19684,239
#25:19687,272
#25:19767,2636
#24:19959,3102
#26:5608,963
#24:19962,317
#27:5570,471
#23:20010,136
#29:5496,330
#25:19921,181
#23:20125,366
#29:5531,860
#24:20078,2534
#25:20447,2661
#23:21336,950
#26:6009,397
#25:21247,169
#27:5970,238
#22:21369,920
#28:5933,364
#23:21337,316
#22:20569,3076
#24:20621,3136
#25:20591,226
#22:20713,438
#29:5683,600
#24:20634,312
#26:5797,1128
#25:20592,226
#22:20714,3339
#23:20837,396
#26:5845,1032
#24:20790,419
#24:20826,965
#28:5781,1217
#25:20784,297
#29:5744,1490
#22:20906,170
#22:20907,91
#24:20829,348
#23:20978,423
#27:5853,429
#22:21103,561
#27:5880,408
#24:21024,1777
#28:5843,252
#24:21025,755
#29:5806,238
#22:21105,2300
#26:5920,242
#22:21106,2295
#23:21074,395
#22:21268,2870
#25:21147,353
#22:21269,271
#23:21335,2044
#28:5932,421
#25:21246,775
#24:21388,376
#23:21436,2494
#27:5997,335
#24:21389,799
#24:21589,280
#22:21669,320
#23:21638,1895
#26:6096,352
#25:21549,724
#25:22010,2726
#26:6232,360
#23:22100,424
#23:22832,340
#25:22742,468
#22:22131,160
#23:22099,1370
#22:22133,2563
#29:6119,586
#25:22012,356
#26:6233,979
#22:22134,386
#22:22136,2844
#25:22741,414
#22:22865,442
#25:22743,2574
#25:22401,329
#22:22524,290
#26:6346,310
#23:22492,326
#22:22864,2593
#25:22744,262
#24:22788,300
#25:22745,2539
#24:22789,1210
#27:6408,1328
#24:22790,1035
#22:22884,610
#26:6454,445
#24:22805,1013
#27:6414,1488
#25:22762,573
#24:22806,1107
#25:17823,4193
#23:17932,375
#28:5008,650
#24:17885,314
#29:4971,471
#25:17843,559
#26:5084,245
#22:17965,317
#23:18145,1063
#22:18177,1023
#24:18098,4697
#23:18342,1156
#25:18255,364
#27:5142,385
#22:18377,182
#23:18345,91
#22:18375,189
#23:18343,701
#25:22353,550
#26:6335,873
#22:22476,9554
#27:6295,894
#23:22444,4365
#28:6258,302
#24:22397,91
#25:22354,2446
#23:18113,3215
#24:18347,1612
#27:5156,1369
#22:18427,141
#28:5119,368
#23:18395,1941
#24:18348,1254
#23:18863,654
#25:18307,789
#22:18429,89
#29:5082,533
#23:18397,1312
#24:18350,128
#25:18308,974
#26:5195,625
#22:18430,669
#23:19126,536
#24:19079,609
#25:19037,2159
#22:19159,4086
#24:19080,91
#25:19038,766
#22:19160,327
#28:5299,241
#23:19128,1378
#25:19039,820
#23:18930,594
#26:5304,242
#22:18964,288
#27:5266,213
#23:18932,369
#28:5229,416
#24:18885,161
#22:19161,319
#24:19335,182
#28:5372,1363
#22:19415,260
#23:21380,201
#23:19129,637
#25:19040,1730
#24:21334,894
#26:6023,602
#25:21292,2152
#25:19552,384
#24:21337,378
#27:5985,490
#25:21295,2891
#22:19969,948
#27:5553,287
#23:19937,2222
#22:19968,864
#29:5478,283
#24:19889,2468
#26:5591,442
#22:21411,472
#26:6022,750
#23:21379,584
#27:5983,1348
#22:21410,724
#28:5945,452
#24:21331,2453
#22:21539,513
#27:6019,465
#23:21507,1072
#24:21460,91
#25:21418,897
#22:22732,940
#27:6363,281
#23:22700,2448
#24:22648,762
#29:6287,501
#25:22605,1585
#22:22728,89
#23:22696,744
#25:22604,184
#22:22727,312
#23:22695,118
#23:22699,666
#24:22652,226
#23:22697,498
#24:22650,928
#26:6402,341
#25:22607,4105
#27:6362,276
#22:22730,165
#28:6325,373
#23:22698,708
#29:6288,898
#24:22651,4274
#26:6403,1146
#22:22731,123
#23:22694,1078
#28:6324,437
#24:22647,2213
#22:22726,723
#25:22602,682
#26:6401,551
#22:22725,951
#23:22693,432
#27:6361,522
#24:22646,406
#25:23098,1339
#22:23221,81
#27:6527,337
#23:23189,1072
#24:31997,997
#25:31953,90
#29:8952,429
#22:32082,2402
#22:32076,380
#24:31992,850
#25:31948,331
#22:32077,1661
#25:31945,1001
#27:9028,413
#22:32074,2517
#25:17836,4456
#22:18131,4194
#23:18188,3932
#22:18407,4850
#23:18715,1573
#25:17833,700
#22:18079,380
#22:19783,1318
#23:19751,1018
#24:19704,2118
#23:19752,3243
#29:5432,720
#25:19663,1082
#25:31951,1172
#25:31947,1008
#23:32039,2610
#23:38690,703
#23:18043,1586
#24:17996,317
#22:18125,411
#23:18045,181
#24:17998,1327
#22:18263,1586
#24:18184,440
#27:5110,494
#25:18142,363
#28:5073,960
#22:18264,225
#25:18143,1517
#24:18202,1893
#25:18205,646
#23:18293,764
#24:18246,131
#28:5088,547
#25:18204,645
#29:5051,240
#22:18326,1163
#22:18971,542
#23:18939,91
#26:5307,334
#24:18892,303
#27:5269,857
#25:18850,425
#28:5232,370
#22:18972,210
#29:5195,754
#23:18940,354
#25:18981,1127
#22:19103,317
#23:19072,5157
#24:19025,946
#22:19275,939
#23:19243,181
#29:5294,1254
#25:19154,540
#23:19242,87
#27:5368,1228
#28:5331,280
#25:19153,475
#22:19713,1597
#25:19592,136
#22:19714,451
#24:19765,408
#25:19723,363
#22:19845,182
#23:19813,1419
#25:20283,1495
#23:20373,227
#28:5634,1504
#24:20326,135
#22:20406,136
#23:20374,206
#24:20327,227
#25:20285,1458
#22:20407,506
#29:5597,1082
#23:20375,348
#24:20328,318
#26:5710,655
#25:20286,1280
#22:20408,2295
#27:5672,506
#23:20376,1376
#28:5635,211
#24:20329,272
#29:5598,240
#25:20287,278
#22:20409,1136
#26:5711,395
#23:20377,918
#25:17850,1425
#22:18097,594
#22:18153,844
#24:18172,263
#23:18219,1747
#23:18334,1928
#24:19347,263
#28:5375,2055
#25:19305,557
#29:5338,1166
#22:19427,799
#22:19429,509
#28:5376,806
#24:19350,546
#25:19307,3072
#24:19345,809
#23:19391,637
#27:5411,369
#24:19344,1136
#22:19542,205
#23:19510,2234
#24:20072,1973
#27:5603,663
#25:20030,446
#24:19907,1098
#28:5521,475
#25:19865,827
#22:19987,408
#22:20151,6177
#22:19986,2081
#24:20070,2649
#24:20069,1944
#28:5565,717
#22:20149,246
#23:20615,191
#27:5734,374
#24:20568,1814
#25:20525,1584
#26:5772,363
