legid,ACT,CP,GT,WYR
#224:46219,0,1,7,0
#224:46224,0,1,5,0
#224:46255,0,5,3,0
#224:46259,0,0,1,0
#224:46265,0,0,0,0
#224:46266,0,3,3,1
#224:46267,1,1,1,0
#224:46268,0,0,0,0
#224:46271,1,2,1,0
#224:46276,1,1,1,0
#224:46280,1,1,1,0
#224:46281,1,2,1,0
#224:46282,1,1,1,0
#224:46283,1,1,1,0
#224:46284,1,1,1,0
#224:46286,1,1,1,1
#224:46288,1,1,1,0
#224:46291,1,1,1,0
#224:46292,1,1,1,1
#224:46297,1,1,1,0
#224:46298,1,1,1,0
#224:46299,1,1,1,0
#224:46300,1,1,1,0
#224:46302,1,1,1,0
#224:46304,1,1,1,0
#224:46305,1,1,1,0
#224:46306,1,1,1,0
#224:46308,1,1,1,0
#224:46311,1,1,1,0
#224:46312,0,0,0,0
#224:46313,1,1,1,1
#224:46314,1,1,1,0
#224:46315,1,1,1,0
#224:46316,1,1,1,0
#224:46319,1,1,1,0
#224:46320,1,1,1,0
#224:46321,0,7,4,0
#224:46322,0,0,2,0
#224:46323,0,0,2,0
#224:46329,1,2,0,0
#224:46330,1,1,1,0
#224:46331,1,1,1,1
#224:46332,1,11,9,0
#224:46338,1,9,9,0
#224:46346,1,7,11,0
#224:46348,1,11,7,0
#224:46358,1,11,7,0
#224:46360,0,0,1,0
#224:46367,1,1,0,0
#224:46369,0,-1,0,0
#224:46371,1,1,0,0
#224:46379,1,5,4,1
#224:46381,0,0,1,0
#224:46386,0,4,3,0
#224:46387,0,2,1,0
#224:46399,1,0,0,0
#224:46400,0,0,0,0
#224:46403,1,9,12,0
#224:46405,0,-1,-1,0
#224:46422,0,1,1,0
#224:46436,0,0,0,0
#224:46439,1,0,0,0
#224:46442,1,0,0,0
#224:46443,1,0,0,0
#224:46444,0,1,0,0
#224:46445,0,0,0,0
#224:46446,0,0,0,0
#224:46451,0,1,1,0
#224:46452,0,1,-1,0
#224:46454,0,1,1,0
#224:46459,0,0,1,0
#224:46460,0,0,2,0
#224:46461,0,1,0,0
#224:46462,0,2,0,0
#224:46465,0,0,2,0
#224:46466,0,2,0,0
#224:46467,0,0,2,0
#224:46468,1,1,0,0
#224:46469,0,2,0,0
#224:46474,0,1,2,0
#224:46486,0,0,1,0
#224:46487,0,0,1,0
#224:46488,0,0,0,0
#224:46491,0,-1,2,0
#224:46500,0,-5,2,-1
#224:46505,0,0,0,0
#224:46507,0,0,0,0
#224:46516,0,0,2,0
#224:46520,1,0,0,0
#224:46523,1,0,0,0
#224:46524,1,0,0,0
#224:46528,1,0,0,0
#224:46529,1,0,0,0
#224:46538,0,1,0,0
#224:46539,0,3,5,0
#224:46546,0,9,9,0
#224:46549,0,1,0,0
#224:46552,-1,5,0,0
#224:46553,0,3,10,0
#224:46560,0,0,1,0
#224:46568,0,2,0,0
#224:46570,-1,0,0,0
#224:46572,-1,0,0,0
#224:46598,0,0,4,0
#224:46615,0,0,3,0
#224:46617,0,0,4,0
#224:46627,0,0,0,0
#224:46633,0,0,0,0
#224:46637,0,0,0,0
#224:46693,1,5,3,0
#224:46694,1,5,2,0
#224:46697,0,0,2,0
#224:46703,0,3,1,0
#224:46705,0,0,2,0
#224:46707,0,1,-1,0
#224:46708,1,0,0,0
#224:46721,1,0,0,0
#224:46722,1,-8,6,-4
#224:46725,0,0,0,0
#224:46726,0,0,0,0
#224:46731,1,1,1,0
#224:46737,0,3,0,0
#224:46740,0,2,0,0
#224:46757,1,0,0,0
#224:46764,0,1,6,0
#224:46779,-1,1,0,0
#224:46810,0,1,1,0
#224:46868,1,0,0,0
#224:46869,1,1,-2,0
#224:46879,0,0,1,0
#224:46885,0,-1,0,0
#224:46900,0,1,6,0
#224:46908,0,0,-1,0
#224:46916,0,1,0,0
#224:46919,0,1,0,0
#224:46922,0,0,-1,0
#224:46934,0,0,-1,0
#224:46935,0,1,0,0
#224:46938,0,1,0,0
#224:46940,0,1,0,0
#224:46946,0,-1,-1,0
#224:46952,0,0,1,0
#224:46968,0,0,1,0
#224:47064,0,0,-1,0
#224:47068,1,0,0,0
#224:47072,0,1,1,0
#224:47074,1,7,0,0
#224:47075,1,0,0,0
#224:47076,1,9,9,0
#224:47083,1,0,0,0
#224:47085,1,-3,3,0
#224:47090,1,0,0,0
#224:47092,1,0,0,0
#224:47093,0,7,0,0
#224:47095,1,0,0,0
#224:47096,0,0,3,0
#224:47102,0,-6,-1,0
#224:47103,0,4,0,0
#224:47104,0,-3,0,0
#224:47117,0,0,3,0
#224:47125,1,0,0,0
#224:47132,-1,8,5,0
#224:47133,0,9,4,0
#224:47134,1,0,0,0
#224:47153,1,7,11,0
#224:47156,0,1,0,0
#224:47189,1,4,1,0
#224:47203,0,0,-1,0
#224:47204,0,0,-2,0
#224:47205,0,-3,1,-1
#224:47215,0,2,0,0
#224:47220,1,9,1,0
#224:47223,-1,0,0,0
#224:47227,0,0,2,0
#224:47228,0,3,0,3
#224:47229,0,0,1,3
#224:47231,0,4,0,0
#224:47235,1,1,-6,0
#224:47245,0,1,0,0
#224:47249,0,2,0,0
#224:47250,0,0,2,0
#224:47255,0,3,2,0
#224:47276,0,1,0,0
#224:47287,1,7,8,0
#224:47290,0,0,0,0
#224:47308,0,2,3,0
#224:47315,0,-2,-5,-2
#224:47316,0,-1,-1,-3
#224:47323,0,0,1,0
#224:47326,0,0,1,0
#224:47339,0,0,1,0
#224:47340,0,-2,-2,0
#224:47343,-1,0,0,0
#224:47347,0,0,0,1
#224:47348,1,0,0,0
#224:47353,0,1,0,0
#224:47354,0,2,1,0
#224:47357,0,3,1,0
#224:47379,0,0,0,0
#224:47386,0,0,0,0
#224:47389,1,0,0,0
#224:47401,0,5,0,0
#224:47415,-1,-3,-2,0
#224:47430,0,1,1,0
#224:47440,0,8,8,0
#224:47443,0,1,0,0
#224:47447,0,1,2,0
#224:47450,0,0,1,0
#224:47470,0,2,2,0
#224:47473,1,0,0,0
#224:47479,0,0,3,0
#224:47480,1,2,0,0
#224:47482,1,1,0,0
#224:47483,1,1,0,0
#224:47485,1,1,0,0
#224:47490,0,0,0,0
#224:47496,0,0,0,0
#224:47504,1,1,0,0
#224:47506,1,3,0,0
#224:47513,1,1,0,0
#224:47516,1,1,0,0
#224:47517,1,9,0,0
#224:47529,1,9,8,0
#224:47533,0,0,1,0
#224:47594,1,-1,8,0
#224:47613,0,4,3,0
#224:47617,-1,1,0,0
#224:47618,0,4,6,0
#224:47621,0,0,1,0
#224:47642,0,1,2,0
#224:47645,1,2,6,3
#224:47648,0,0,0,0
#224:47651,0,0,2,0
#224:47653,1,0,0,0
#224:47664,1,11,9,0
#224:47665,1,11,9,0
#224:47667,0,0,0,0
#224:47695,0,0,2,0
#224:47706,1,0,0,0
#224:47707,1,7,11,0
#224:47718,0,3,0,0
#224:47733,0,4,1,0
#224:47755,1,3,-5,0
#224:47757,1,0,0,0
#224:47758,0,1,1,0
#224:47781,1,11,9,0
#224:47789,0,-3,0,-1
#224:47791,1,3,4,0
#224:47793,0,4,2,0
#224:47801,0,0,0,0
#224:47811,1,1,1,0
#224:47813,0,2,6,0
#224:47816,0,0,0,0
#224:47817,0,0,0,0
#224:47818,0,0,1,0
#224:47824,0,7,3,0
#224:47825,0,1,0,0
#224:47827,0,0,2,0
#224:47828,1,0,0,0
#224:47829,-1,4,2,0
#224:47835,1,0,0,0
#224:47846,0,0,5,0
#224:47848,0,0,0,0
#224:47857,1,5,3,3
#224:47860,0,-1,-1,0
#224:47864,0,0,1,0
#224:47867,0,1,0,0
#224:47873,0,0,0,0
#224:47925,0,-3,-5,0
#224:47926,0,-2,0,0
#224:47929,0,1,0,0
#224:47937,0,1,0,0
#224:47942,0,0,0,0
#224:47955,0,2,3,0
#224:47964,0,0,1,0
#224:47969,0,0,0,0
#224:47991,1,-2,4,0
#224:47992,1,-2,2,0
#224:48002,1,9,12,0
#224:48005,1,1,1,0
#224:48007,0,1,0,0
#224:48008,1,1,0,0
#224:48012,1,2,1,0
#224:48013,1,1,1,0
#224:48018,0,0,2,0
#224:48020,0,7,4,0
#224:48028,0,4,7,0
#224:48029,1,4,7,0
#224:48034,0,1,1,0
#224:48035,0,1,1,0
#224:48038,0,1,1,0
#224:48042,1,5,2,0
#224:48047,0,0,3,0
#224:48050,1,3,7,0
#224:48051,1,3,7,0
#224:48052,1,3,5,0
#224:48057,0,0,0,0
#224:48062,1,5,4,1
#224:48066,0,0,0,0
#224:48067,0,0,0,0
#224:48068,1,9,12,0
#224:48097,1,1,3,0
#224:48100,1,0,0,0
#224:48102,1,0,0,0
#224:48103,1,0,0,0
#224:48104,1,0,0,0
#224:48105,1,0,0,0
#224:48106,1,0,0,0
#224:48108,1,0,0,0
#224:48109,1,0,0,0
#224:48110,1,0,0,0
#224:48114,0,0,0,0
#224:48121,0,0,0,0
#224:48144,0,1,2,0
#224:48147,0,0,2,0
#224:48148,0,-4,-4,0
#224:48158,0,3,4,0
#224:48165,0,2,4,0
#224:48193,0,-2,-2,0
#224:48195,0,-2,-3,0
#224:48199,0,5,6,0
#224:48201,0,-2,-3,0
#224:48204,1,6,5,0
#224:48214,0,1,0,0
#224:48217,0,4,-2,0
#224:48219,0,6,1,0
#224:48226,0,0,-1,0
#224:48236,1,9,12,0
#224:48240,0,2,0,-1
#224:48244,1,1,1,1
#224:48245,1,1,1,0
#224:48246,1,1,1,0
#224:48256,0,2,0,0
#224:48258,0,3,0,0
#224:48263,1,0,0,0
#224:48269,0,3,-1,0
#224:48289,1,0,0,0
#224:48295,1,6,11,0
#224:48297,1,1,-1,0
#224:48301,0,3,1,0
#224:48303,0,4,6,0
#224:48330,1,9,12,0
#224:48334,0,0,0,0
#224:48335,0,0,4,0
#224:48342,0,2,0,0
#224:48347,0,-1,-2,0
#224:48350,0,0,0,1
#224:48352,0,1,-1,1
#224:48355,0,1,3,0
#224:48357,0,0,1,0
#224:48358,0,2,6,0
#224:48359,0,3,4,0
#224:48360,0,3,5,0
#224:48362,0,1,4,0
#224:48380,0,0,0,0
#224:48382,0,1,1,0
#224:48386,0,-1,0,0
#224:48389,0,5,1,0
#224:48396,0,5,0,0
#224:48397,0,5,0,0
#224:48398,0,1,1,0
#224:48402,0,5,1,0
#224:48405,0,-2,0,-3
#224:48406,0,-3,-1,-3
#224:48407,0,-2,-2,-2
#224:48411,0,0,0,0
#224:48415,0,5,0,0
#224:48418,0,-2,0,-2
#224:48420,0,1,0,0
#224:48421,0,6,0,0
#224:48422,0,3,1,0
#224:48423,0,5,1,0
#224:48424,0,3,0,0
#224:48428,0,7,1,0
#224:48430,0,-1,0,-2
#224:48437,1,2,6,0
#224:48438,1,5,10,0
#224:48442,1,5,9,2
#224:48444,1,-4,7,-1
#224:48445,1,1,6,0
#224:48446,1,-2,10,1
#224:48447,1,2,4,0
#224:48448,1,1,6,0
#224:48449,1,-1,7,0
#224:48450,1,-1,7,0
#224:48451,1,-2,5,0
#224:48452,0,1,-1,0
#224:48455,0,5,2,0
#224:48456,0,2,7,0
#224:48460,1,-2,6,0
#224:48463,0,6,1,0
#224:48472,1,4,4,0
#224:48473,1,-2,6,0
#224:48475,0,-3,-1,0
#224:48480,1,-4,5,0
#224:48481,1,-1,5,0
#224:48486,1,11,9,0
#224:48489,1,-1,6,0
#224:48493,0,0,0,0
#224:48513,-1,0,0,0
#224:48514,-1,-2,-1,0
#224:48515,-1,0,0,0
#224:48518,-1,0,0,0
#224:48530,0,0,0,0
#224:48535,0,0,1,0
#224:48536,0,0,1,0
#224:48571,0,-1,2,0
#224:48572,0,1,2,0
#224:48610,0,-2,-1,0
#224:48613,0,0,3,0
#224:48617,-1,-2,-2,0
#224:48619,1,3,3,0
#224:48625,0,0,0,0
#224:48650,0,0,0,0
#224:48657,0,-4,-1,0
#224:48664,0,4,3,0
#224:48665,1,1,1,0
#224:48670,0,1,1,0
#224:48678,0,0,0,0
#224:48679,0,0,0,0
#224:48680,0,0,0,0
#224:48690,0,1,0,0
#224:48709,0,0,1,0
#224:48732,0,-3,-1,0
#224:48733,0,-5,0,0
#224:48742,0,0,0,0
#224:48745,1,6,1,0
#224:48756,0,-1,-2,0
#224:48758,0,-1,-1,0
#224:48766,0,-1,-1,0
#224:48772,0,-1,0,0
#224:48792,0,0,0,0
#224:48795,0,0,3,0
#224:48796,0,0,1,0
#224:48806,0,-2,0,0
#224:48832,0,-5,0,0
#224:48836,0,-1,-3,0
#224:48839,0,0,1,0
#224:48844,0,0,1,0
#224:48847,0,-1,0,0
#224:48851,0,-1,0,0
#224:48857,0,0,1,0
#224:48884,0,0,2,0
#224:48885,0,-2,-2,0
#224:48886,0,-2,-2,0
#224:48887,0,2,3,0
#224:48888,0,-2,-2,0
#224:48991,0,2,0,0
#224:48994,0,1,4,2
#224:48995,0,0,4,2
#224:49000,0,0,3,0
#224:49001,0,0,2,0
#224:49002,0,0,3,2
#224:49007,0,1,4,2
#224:49014,0,0,3,0
#224:49015,0,1,0,1
#224:49017,0,1,0,0
#224:49018,0,0,5,1
#224:49020,0,3,0,0
#224:49105,0,0,1,0
#224:49115,1,0,0,0
#224:49117,0,0,0,0
#224:49155,1,0,0,0
#224:49166,0,0,1,0
#224:49169,1,3,5,0
#224:49170,1,4,6,0
#224:49171,0,2,0,0
#224:49172,0,0,1,0
#224:49173,0,0,0,0
#224:49177,0,0,0,0
#224:49178,0,0,0,0
#224:49185,1,1,1,0
#224:49231,0,-1,0,0
#224:49243,0,-1,0,0
#224:49244,0,0,1,0
#224:49248,0,0,1,0
#224:49259,0,0,0,0
#224:49262,1,-2,0,0
#224:49264,1,2,1,0
#224:49265,0,5,1,0
#224:49269,0,4,0,0
#224:49312,0,-1,1,0
#224:49334,0,2,0,0
#224:49353,1,0,0,0
#224:49362,0,0,1,0
#224:49363,0,0,1,0
#224:49366,0,0,1,0
#224:49372,0,2,6,-1
#224:49375,-1,-8,0,-4
#224:49376,1,9,3,0
#224:49379,0,3,5,-3
#224:49396,1,1,1,0
#224:49399,0,0,2,0
#224:49407,0,0,0,0
#224:49408,0,0,0,0
#224:49414,0,-2,-1,0
#224:49451,0,2,0,0
#224:49453,0,2,0,0
#224:49454,0,0,0,0
#224:49456,0,3,0,0
#224:49459,0,-7,0,-3
#224:49468,0,0,1,0
#224:49470,0,0,1,0
#224:49477,0,8,3,0
#224:49478,0,0,2,0
#224:49508,0,1,4,0
#224:49509,0,0,4,0
#224:49510,0,0,4,0
#224:49512,0,0,4,0
#224:49515,0,0,4,0
#224:49516,0,0,4,0
#224:49517,0,0,4,0
#224:49519,0,0,4,0
#224:49523,0,-1,2,0
#224:49545,0,1,0,0
#224:49546,0,3,0,0
#224:49547,0,4,0,0
#224:49548,0,5,0,0
#224:49554,0,1,0,0
#224:49602,0,0,1,0
#224:49603,0,0,1,0
#224:49605,0,0,3,0
#224:49612,0,1,0,0
#224:49613,1,0,0,0
#224:49632,0,4,0,0
#224:49633,0,2,0,0
#224:49634,0,2,0,0
#224:49641,0,2,0,0
#224:49645,0,0,0,2
#224:49646,1,0,0,0
#224:49648,0,2,0,0
#224:49651,0,3,0,0
#224:49653,0,1,0,0
#224:49657,0,2,0,0
#224:49658,0,1,0,0
#224:49661,0,-1,0,0
#224:49676,0,2,0,0
#224:49679,0,-1,0,0
#224:49680,0,-1,0,0
#224:49685,0,5,7,0
#224:49695,0,-1,0,0
#224:49741,1,0,0,0
#224:49767,1,1,1,0
#224:49772,0,0,-1,0
#224:49774,1,2,0,0
#224:49775,1,1,0,0
#224:49779,0,4,1,0
#224:49781,0,4,-1,0
#224:49783,1,1,1,0
#224:49786,1,1,1,0
#224:49788,1,1,1,0
#224:49797,1,1,0,0
#224:49800,1,3,1,0
#224:49802,1,1,0,0
#224:49808,0,0,2,0
#224:49810,1,3,1,0
#224:49815,0,1,0,0
#224:49816,0,0,1,0
#224:49819,0,1,0,0
#224:49822,0,1,0,1
#224:49825,0,0,1,0
#224:49826,0,0,1,0
#224:49829,1,1,1,0
#224:49833,0,3,4,0
#224:49834,0,1,2,0
#224:49844,0,0,2,0
#224:49860,0,2,3,2
#224:49861,0,5,4,1
#224:49862,0,2,5,0
#224:49863,0,3,0,0
#224:49865,0,0,1,0
#224:49878,1,1,1,0
#224:49879,1,1,0,0
#224:49880,0,2,2,0
#224:49891,1,1,0,0
#224:49892,1,1,0,0
#224:49904,1,1,1,0
#224:49912,0,4,0,0
#224:49913,0,2,0,0
#224:49924,0,3,0,0
#224:49929,0,1,0,0
#224:49930,0,0,1,0
#224:49934,0,3,0,0
#224:49935,0,4,0,0
#224:49936,1,2,0,0
#224:49941,0,0,3,0
#224:49946,1,1,0,0
#224:49947,-1,-1,0,0
#224:49960,0,0,1,0
#224:49961,0,0,1,0
#224:49962,0,0,1,0
#224:49964,0,0,4,0
#224:49971,0,1,1,0
#224:49998,1,1,0,0
#224:50000,1,1,1,0
#224:50008,0,1,2,0
#224:50039,0,1,3,0
#224:50049,0,3,0,0
#224:50050,0,4,0,0
#224:50055,0,1,-1,0
#224:50059,0,1,0,0
#224:50066,0,0,1,0
#224:50068,0,0,0,0
#224:50084,0,1,0,0
#224:50086,1,3,0,0
#224:50087,0,0,2,0
#224:50088,0,0,2,0
#224:50089,0,0,2,0
#224:50090,0,0,1,0
#224:50093,0,0,1,0
#224:50100,1,0,0,0
#224:50106,0,0,1,0
#224:50110,0,0,1,0
#224:50115,0,0,1,0
#224:50119,0,0,1,0
#224:50122,0,0,2,0
#224:50123,0,0,1,0
#224:50124,0,0,1,0
#224:50128,0,0,2,0
#224:50131,0,0,2,0
#224:50134,0,0,2,0
#224:50136,0,0,2,0
#224:50141,0,0,2,0
#224:50144,0,0,3,0
#224:50148,0,0,2,0
#224:50149,0,0,2,0
#224:50151,0,0,2,0
#224:50152,0,0,2,0
#224:50153,0,0,2,0
#224:50154,0,0,2,0
#224:50156,0,0,2,0
#224:50163,0,0,2,0
#224:50169,0,0,2,0
#224:50170,0,0,2,0
#224:50172,0,2,2,0
#224:50175,0,0,2,0
#224:50182,0,0,2,0
#224:50184,0,0,2,0
#224:50185,0,0,2,0
#224:50186,0,0,0,1
#224:50192,0,0,1,0
#224:50193,0,0,0,-1
#224:50194,0,0,1,0
#224:50199,0,0,2,0
#224:50200,0,0,2,0
#224:50202,0,0,3,0
#224:50203,0,0,2,0
#224:50204,0,0,2,0
#224:50218,1,8,3,0
#224:50274,1,1,1,0
#224:50294,1,1,1,0
#224:50328,0,-2,-1,0
#224:50330,0,-4,-2,0
#224:50331,0,-6,-2,0
#224:50332,0,-2,0,0
#224:50335,1,2,3,0
#224:50338,0,0,1,0
#224:50341,1,0,0,0
#224:50345,1,0,0,0
#224:50346,1,0,0,0
#224:50348,1,0,0,0
#224:50350,1,0,0,0
#224:50352,1,0,0,0
#224:50353,1,0,0,0
#224:50354,0,1,0,0
#224:50356,0,2,0,0
#224:50361,0,0,2,0
#224:50363,0,2,3,0
#224:50401,0,1,2,0
#224:50419,0,4,2,0
#224:50445,1,-4,-2,0
#224:50453,1,2,6,1
#224:50463,0,4,-1,0
#224:50527,1,9,2,0
#224:50530,1,2,4,0
#224:50533,1,5,3,0
#224:50537,1,6,6,0
#224:50549,1,8,3,0
#224:50598,1,8,5,0
#224:50628,1,4,5,0
#224:50637,1,8,5,0
#224:50643,1,3,4,0
#224:50644,1,3,5,0
#224:50648,1,8,2,0
#224:50683,0,-2,-1,0
#224:50690,1,6,8,0
#224:50697,0,0,0,0
#224:50713,1,2,0,0
#224:50715,1,2,0,0
#224:50716,1,1,1,0
#224:50722,0,-4,1,0
#224:50723,0,0,3,0
#224:50729,1,6,9,0
#224:50730,0,4,1,0
#224:50731,0,0,0,0
#224:50735,0,-2,2,0
#224:50745,0,0,2,0
#224:50747,-1,-1,2,0
#224:50748,0,2,2,0
#224:50770,0,1,0,0
#224:50771,0,-1,0,0
#224:50772,0,1,4,-6
#224:50774,1,1,5,0
#224:50781,1,2,5,3
#224:50788,1,7,3,0
#224:50802,1,1,4,0
#224:50822,1,2,2,0
#224:50825,1,4,2,0
#224:50831,1,6,5,0
#224:50851,1,4,4,0
#224:50861,1,4,3,0
#224:50868,1,5,3,0
#224:50879,0,0,0,0
#224:50880,1,6,1,0
#224:50898,1,0,3,0
#224:50910,1,4,4,0
#224:50916,1,3,2,0
#224:50917,1,1,2,-1
#224:50921,1,2,3,2
#224:50930,1,3,2,0
#224:50940,1,6,6,0
#224:50948,1,1,3,0
#224:50972,1,3,4,0
#224:50980,1,7,2,0
#224:50994,1,-1,1,0
#224:50995,1,-1,1,0
#224:51000,1,-1,1,0
#224:51010,1,7,4,4
#224:51011,1,4,3,0
#224:51012,1,4,4,0
#224:51025,1,3,3,0
#224:51060,1,5,5,0
#224:51061,1,4,5,2
#224:51073,1,2,3,2
#224:51076,1,2,3,2
#224:51105,1,2,5,0
#224:51108,1,2,2,2
#224:51111,1,5,6,2
#224:51112,1,2,3,0
#224:51130,1,5,4,0
#225:33259,0,3,3,0
#225:33263,1,0,0,0
#225:33265,0,2,0,0
#225:33270,1,0,0,0
#225:33282,0,0,0,0
#225:33292,1,9,12,0
#225:33312,0,0,0,0
#225:33313,0,0,0,0
#225:33324,1,0,0,0
#225:33333,1,5,2,0
#225:33336,1,-2,0,0
#225:33337,1,6,3,0
#225:33342,1,3,3,0
#225:33343,0,0,4,0
#225:33345,0,0,4,0
#225:33347,0,8,5,0
#225:33355,0,1,0,0
#225:33356,0,1,2,0
#225:33366,0,-2,-1,0
#225:33367,0,0,0,1
#225:33368,0,4,5,0
#225:33369,0,4,2,0
#225:33395,1,0,0,0
#225:33428,0,3,0,0
#225:33435,1,0,0,0
#225:33437,-1,-1,-3,0
#225:33447,0,2,1,0
#225:33448,0,1,1,0
#225:33464,0,0,1,0
#225:33468,0,0,1,0
#225:33470,-1,7,4,0
#225:33471,0,0,0,0
#225:33477,0,3,0,0
#225:33478,0,0,0,0
#225:33486,1,4,6,0
#225:33497,0,-3,-2,0
#225:33503,1,1,1,0
#225:33526,1,0,0,0
#225:33528,0,0,-1,0
#225:33531,0,0,4,0
#225:33534,0,0,1,0
#225:33536,0,0,1,0
#225:33538,0,0,1,0
#225:33540,0,0,0,0
#225:33579,0,0,0,0
#225:33590,0,1,0,0
#225:33592,0,0,0,0
#225:33594,0,0,0,0
#225:33609,0,1,0,0
#225:33611,0,0,1,0
#225:33626,0,0,1,0
#225:33630,0,-5,0,0
#225:33643,0,0,1,0
#225:33644,0,2,1,0
#225:33649,0,1,2,0
#225:33656,0,4,3,0
#225:33657,0,-1,1,0
#225:33658,0,1,0,0
#225:33660,0,2,0,0
#225:33669,0,1,0,0
#225:33671,0,0,1,0
#225:33674,0,0,0,0
#225:33680,0,2,0,0
#225:33690,0,0,0,0
#225:33697,0,3,0,0
#225:33700,0,0,3,0
#225:33709,0,0,0,0
#225:33714,1,1,3,0
#225:33723,1,8,4,0
#225:33725,1,7,6,0
#225:33729,0,0,0,0
#225:33734,0,-1,4,0
#225:33740,0,0,-1,0
#225:33744,0,0,0,-1
#225:33750,0,0,-1,0
#225:33758,-1,7,7,0
#225:33764,0,1,1,0
#225:33773,0,-1,0,0
#225:33779,1,4,3,0
#225:33782,0,0,-1,0
#225:33785,0,5,2,0
#225:33786,0,0,-1,0
#225:33787,0,0,-1,0
#225:33791,0,4,2,0
#225:33792,0,4,6,0
#225:33793,1,7,8,3
#225:33796,0,2,1,0
#225:33808,0,1,1,0
#225:33812,0,4,3,0
#225:33818,0,0,-1,0
#225:33822,0,3,4,0
#225:33843,0,6,6,0
#225:33863,0,0,2,0
#225:33864,0,0,0,0
#225:33865,0,1,0,0
#225:33866,0,-1,-3,0
#225:33867,0,6,3,0
#225:33871,0,0,0,0
#225:33876,0,0,0,0
#225:33885,0,1,2,0
#225:33889,0,-1,1,0
#225:33905,0,0,0,0
#225:33908,0,0,0,0
#225:33912,0,0,1,0
#225:33930,0,1,0,0
#225:33932,0,2,0,0
#225:33933,0,1,0,0
#225:33934,0,3,0,0
#225:33935,0,-1,0,0
#225:33945,1,3,2,0
#225:33958,0,0,0,0
#225:33959,0,0,0,0
#225:33964,0,0,4,0
#225:33969,0,5,0,0
#225:33970,1,10,8,0
#225:33976,0,-2,2,0
#225:33983,0,0,0,0
#225:33988,0,1,0,0
#225:33989,1,0,0,0
#225:33999,0,6,0,0
#225:34000,-1,1,0,0
#225:34002,0,-1,0,0
#225:34003,1,1,1,0
#225:34006,0,4,3,0
#225:34020,0,0,0,0
#225:34036,0,2,2,0
#225:34039,0,0,3,0
#225:34044,0,1,3,0
#225:34053,1,2,4,0
#225:34063,0,0,0,0
#225:34065,-1,-1,2,-1
#225:34067,-1,-1,0,1
#225:34097,-1,5,7,0
#225:34098,-1,5,5,0
#225:34099,0,0,7,0
#225:34102,0,0,2,0
#225:34104,-1,-3,1,0
#225:34107,0,0,0,0
#225:34109,0,-2,0,0
#225:34134,1,0,0,0
#225:34165,0,2,5,0
#225:34172,-1,3,2,0
#225:34173,1,9,3,0
#225:34174,0,0,1,0
#225:34175,0,0,2,0
#225:34177,1,2,5,0
#225:34178,0,0,0,0
#225:34193,0,1,0,0
#225:34195,0,1,0,0
#225:34196,0,1,0,0
#225:34200,0,0,1,0
#225:34208,0,0,0,0
#225:34233,1,11,9,0
#225:34235,0,0,1,0
#225:34238,1,9,12,0
#225:34251,0,0,0,-1
#225:34257,0,3,-2,0
#225:34265,1,0,1,0
#225:34266,0,5,8,0
#225:34269,0,1,0,0
#225:34272,0,-1,-1,0
#225:34273,1,-2,10,0
#225:34293,0,4,5,0
#225:34294,0,4,5,0
#225:34297,0,3,3,0
#225:34298,0,3,6,0
#225:34305,0,1,3,0
#225:34321,0,1,3,0
#225:34322,0,1,4,0
#225:34323,0,1,0,0
#225:34328,0,4,3,0
#225:34332,0,0,1,0
#225:34337,0,2,1,0
#225:34342,1,7,2,0
#225:34373,0,-1,0,0
#225:34376,1,1,0,0
#225:34377,0,2,0,0
#225:34378,0,0,-1,0
#225:34403,1,0,0,0
#225:34414,0,0,0,0
#225:34430,0,2,3,0
#225:34434,1,7,7,0
#225:34435,0,2,1,0
#225:34446,1,2,3,2
#225:34459,1,11,9,0
#225:34460,0,3,2,1
#225:34462,1,11,9,0
#225:34463,1,11,9,0
#225:34464,0,0,1,0
#225:34487,1,0,0,0
#225:34507,1,1,-3,0
#225:34528,0,0,0,0
#225:34581,0,3,4,0
#225:34582,0,1,0,0
#225:34591,-1,-2,-3,-1
#225:34603,1,9,12,0
#225:34604,-1,-5,3,0
#225:34625,0,3,1,0
#225:34626,0,0,0,0
#225:34696,0,1,1,0
#225:34706,0,2,3,0
#225:34713,1,3,3,0
#225:34717,0,0,10,0
#225:34720,0,0,0,0
#225:34735,0,1,4,0
#225:34744,0,0,0,0
#225:34747,0,0,0,0
#225:34750,1,0,0,0
#225:34759,1,-2,-4,0
#225:34765,-1,-3,-4,0
#225:34770,0,5,8,0
#225:34772,0,0,8,1
#225:34773,0,-6,-1,0
#225:34775,0,3,7,0
#225:34777,0,0,0,0
#225:34778,0,2,0,0
#225:34781,-1,-2,0,0
#225:34787,0,2,2,2
#225:34789,1,0,0,0
#225:34794,0,3,2,1
#225:34796,0,2,0,0
#225:34815,0,1,0,0
#225:34817,0,3,0,1
#225:34835,0,1,0,0
#225:34842,-1,-2,1,1
#225:34845,0,3,2,0
#225:34847,0,0,0,0
#225:34868,-1,9,9,0
#225:34890,0,2,1,0
#225:34915,1,0,0,0
#225:34918,1,0,0,0
#225:34925,0,0,2,0
#225:34938,0,1,0,1
#225:34951,0,0,1,0
#225:34954,0,1,0,0
#225:34970,1,0,0,0
#225:34971,1,0,0,0
#225:34974,0,0,0,0
#225:34976,0,0,1,0
#225:34978,0,-2,2,0
