legid,temperature_category,weather_group
#25:18406,cool,Clouds
#22:18528,cool,Clouds
#23:18496,cool,Clouds
#24:18449,cool,Clouds
#25:18407,cool,Clouds
#24:18470,cool,Clouds
#25:18566,cool,Clouds
#24:18643,cool,Clouds
#24:18674,cool,Clouds
#25:18686,cool,Clouds
#23:18776,cool,Clouds
#29:5149,cool,Clouds
#22:18809,cool,Clouds
#25:18964,cool,Clouds
#24:19031,cool,Clouds
#26:5357,cool,Clouds
#25:18989,cool,Clouds
#22:19111,cool,Clouds
#23:19805,cool,Clouds
#24:19758,cool,Clouds
#25:19716,cool,Clouds
#22:19838,cool,Clouds
#25:19717,cool,Clouds
#29:5449,cool,Clouds
#22:19839,cool,Clouds
#23:19807,cool,Clouds
#26:5562,cool,Clouds
#24:19812,cool,Clouds
#25:19770,cool,Clouds
#26:5618,cool,Clouds
#25:19953,cool,Clouds
#22:20075,cool,Clouds
#23:20043,cool,Clouds
#24:19996,cool,Clouds
#25:19954,cool,Clouds
#22:20076,cool,Clouds
#25:20052,cool,Clouds
#23:20142,cool,Clouds
#25:20053,cool,Clouds
#22:20175,cool,Clouds
#23:20143,cool,Clouds
#24:20192,cool,Clouds
#24:20274,cool,Clouds
#28:5620,cool,Clouds
#25:20232,cool,Clouds
#23:20323,cool,Clouds
#24:20444,cool,Clouds
#25:20402,cool,Clouds
#22:20524,cool,Clouds
#23:20492,cool,Clouds
#23:20646,cool,Clouds
#24:20599,cool,Clouds
#26:5783,cool,Clouds
#25:20557,cool,Clouds
#24:22591,cool,Clouds
#25:22548,cool,Clouds
#22:22671,cool,Clouds
#29:6269,cool,Clouds
#23:22639,cool,Clouds
#24:22595,cool,Clouds
#25:22552,cool,Clouds
#22:22675,cool,Clouds
#25:22555,cool,Clouds
#24:24932,cool,Clouds
#25:24888,cool,Clouds
#22:25014,cool,Clouds
#23:24982,cool,Clouds
#24:24933,cool,Clouds
#25:24889,cool,Clouds
#23:24984,cool,Clouds
#24:24935,cool,Clouds
#25:24891,cool,Clouds
#22:25017,cool,Clouds
#23:24985,cool,Clouds
#25:24892,cool,Clouds
#22:27013,cool,Clouds
#26:7666,cool,Clouds
#23:26981,cool,Clouds
#24:26932,cool,Clouds
#25:26888,cool,Clouds
#22:27014,cool,Clouds
#25:26889,cool,Clouds
#28:7587,cool,Clouds
#22:27015,cool,Clouds
#24:27041,cool,Clouds
#25:26997,cool,Clouds
#22:27123,cool,Clouds
#29:7577,cool,Clouds
#24:27042,cool,Clouds
#24:27043,cool,Clouds
#25:26999,cool,Clouds
#22:27125,cool,Clouds
#26:7695,cool,Clouds
#24:27044,cool,Clouds
#25:27000,cool,Clouds
#22:27126,cool,Clouds
#23:27094,cool,Clouds
#24:27045,cool,Clouds
#23:28622,cool,Clouds
#24:28573,cool,Clouds
#25:28529,cool,Clouds
#22:28656,cool,Clouds
#23:28623,cool,Clouds
#24:28574,cool,Clouds
#25:28530,cool,Clouds
#29:8014,cool,Clouds
#22:28657,cool,Clouds
#23:28624,cool,Clouds
#25:28531,cool,Clouds
#23:28625,cool,Clouds
#23:28626,cool,Clouds
#26:8133,cool,Clouds
#24:28577,cool,Clouds
#22:28660,cool,Clouds
#23:28627,cool,Clouds
#27:8091,cool,Clouds
#24:28578,cool,Clouds
#23:29714,cool,Clouds
#24:29665,cool,Clouds
#22:29748,cool,Clouds
#24:29666,cool,Clouds
#25:29622,cool,Clouds
#22:29749,cool,Clouds
#26:8410,cool,Clouds
#23:29716,cool,Clouds
#27:8368,cool,Clouds
#24:29667,cool,Clouds
#22:18524,cool,Clouds
#24:18715,cool,Clouds
#23:18904,cool,Clouds
#22:19162,cool,Clouds
#24:19084,cool,Clouds
#22:19164,cool,Clouds
#23:19163,cool,Clouds
#24:19256,cool,Clouds
#29:5311,cool,Clouds
#25:19214,cool,Clouds
#27:5386,cool,Clouds
#23:19304,cool,Clouds
#28:5349,cool,Clouds
#24:19257,cool,Clouds
#23:19452,cool,Clouds
#22:20316,cool,Clouds
#22:20566,cool,Clouds
#24:20537,cool,Clouds
#22:20914,cool,Clouds
#25:21127,cool,Clouds
#25:21271,cool,Clouds
#22:22790,cool,Clouds
#22:23698,cool,Clouds
#25:23576,cool,Clouds
#23:24300,cool,Clouds
#22:24331,cool,Clouds
#27:6843,cool,Clouds
#23:24299,cool,Clouds
#25:24206,cool,Clouds
#24:24261,cool,Clouds
#24:24746,cool,Clouds
#24:24807,cool,Clouds
#22:25961,cool,Clouds
#23:25929,cool,Clouds
#25:25412,cool,Clouds
#24:25880,cool,Clouds
#25:25836,cool,Clouds
#22:25962,cool,Clouds
#23:25930,cool,Clouds
#27:7342,cool,Clouds
#24:25881,cool,Clouds
#25:26400,cool,Clouds
#22:26526,cool,Clouds
#23:26495,cool,Clouds
#28:7463,cool,Clouds
#24:26446,cool,Clouds
#22:33712,cool,Clouds
#25:35440,cool,Clouds
#24:35488,cool,Clouds
#25:35441,cool,Clouds
#25:35505,cool,Clouds
#24:35564,cool,Clouds
#25:35517,cool,Clouds
#23:36709,cool,Clouds
#23:36716,cool,Clouds
#25:37238,cool,Clouds
#24:37286,cool,Clouds
#25:37303,cool,Clouds
#22:37441,cool,Clouds
#22:38768,cool,Clouds
#24:38678,cool,Clouds
#23:39213,cool,Clouds
#225:39709,cool,Clouds
#224:40279,cool,Clouds
#25:19014,cool,Clouds
#24:19058,cool,Clouds
#25:19105,cool,Clouds
#22:19227,cool,Clouds
#25:19229,cool,Clouds
#22:19351,cool,Clouds
#25:19442,cool,Clouds
#22:19564,cool,Clouds
#23:19532,cool,Clouds
#24:19485,cool,Clouds
#24:19668,cool,Clouds
#29:5420,cool,Clouds
#25:19626,cool,Clouds
#25:19704,cool,Clouds
#28:5483,cool,Clouds
#23:19794,cool,Clouds
#25:19958,cool,Clouds
#28:5544,cool,Clouds
#22:20080,cool,Clouds
#28:5578,cool,Clouds
#24:20107,cool,Clouds
#25:20065,cool,Clouds
#29:5541,cool,Clouds
#22:20187,cool,Clouds
#23:20380,cool,Clouds
#29:5599,cool,Clouds
#24:20333,cool,Clouds
#25:20291,cool,Clouds
#26:5712,cool,Clouds
#24:20339,cool,Clouds
#22:20414,cool,Clouds
#23:20382,cool,Clouds
#24:20335,cool,Clouds
#28:5637,cool,Clouds
#22:20415,cool,Clouds
#22:20420,cool,Clouds
#25:20299,cool,Clouds
#25:20613,cool,Clouds
#24:21681,cool,Clouds
#22:21761,cool,Clouds
#24:22447,cool,Clouds
#27:6336,cool,Clouds
#22:22649,cool,Clouds
#24:25254,cool,Clouds
#25:25210,cool,Clouds
#22:25336,cool,Clouds
#28:6619,cool,Clouds
#23:23584,cool,Clouds
#27:6715,cool,Clouds
#24:23761,cool,Clouds
#24:23654,cool,Clouds
#22:24044,cool,Clouds
#28:6943,cool,Clouds
#27:7081,cool,Clouds
#26:7215,cool,Clouds
#23:25605,cool,Clouds
#24:25742,cool,Clouds
#25:25698,cool,Clouds
#23:26428,cool,Clouds
#24:26379,cool,Clouds
#22:26740,cool,Clouds
#22:27168,cool,Clouds
#24:27086,cool,Clouds
#28:7626,cool,Clouds
#25:27042,cool,Clouds
#22:27167,cool,Clouds
#23:27640,cool,Clouds
#24:27591,cool,Clouds
#25:27547,cool,Clouds
#22:28335,cool,Clouds
#23:28302,cool,Clouds
#25:29594,cool,Clouds
#23:29686,cool,Clouds
#24:29637,cool,Clouds
#29:8283,cool,Clouds
#25:29593,cool,Clouds
#22:29720,cool,Clouds
#23:29687,cool,Clouds
#22:30036,cool,Clouds
#24:29955,cool,Clouds
#22:30830,cool,Clouds
#22:30829,cool,Clouds
#23:33083,cool,Clouds
#24:33034,cool,Clouds
#29:9227,cool,Clouds
#25:32990,cool,Clouds
#25:32991,cool,Clouds
#22:33120,cool,Clouds
#23:33086,cool,Clouds
#27:9305,cool,Clouds
#24:33036,cool,Clouds
#22:33914,cool,Clouds
#26:9601,cool,Clouds
#23:33879,cool,Clouds
#24:33829,cool,Clouds
#25:33782,cool,Clouds
#23:33863,cool,Clouds
#28:9510,cool,Clouds
#24:33813,cool,Clouds
#29:9470,cool,Clouds
#23:33864,cool,Clouds
#26:9594,cool,Clouds
#25:33922,cool,Clouds
#24:35470,cool,Clouds
#22:35557,cool,Clouds
#23:35519,cool,Clouds
#26:10108,cool,Clouds
#24:35469,cool,Clouds
#25:35421,cool,Clouds
#23:35518,cool,Clouds
#22:35553,cool,Clouds
#24:35924,cool,Clouds
#24:35925,cool,Clouds
#25:35878,cool,Clouds
#28:10147,cool,Clouds
#22:36013,cool,Clouds
#23:35976,cool,Clouds
#25:35879,cool,Clouds
#24:36127,cool,Clouds
#25:36080,cool,Clouds
#23:36178,cool,Clouds
#22:27344,cool,Clouds
#23:27606,cool,Clouds
#23:28298,cool,Clouds
#24:28249,cool,Clouds
#24:28590,cool,Clouds
#22:29026,cool,Clouds
#24:29323,cool,Clouds
#23:29804,cool,Clouds
#23:30305,cool,Clouds
#24:30256,cool,Clouds
#24:30329,cool,Clouds
#24:30853,cool,Clouds
#25:34811,cool,Clouds
#28:9844,cool,Clouds
#22:34942,cool,Clouds
#22:35119,cool,Clouds
#27:9938,cool,Clouds
#24:35512,cool,Clouds
#24:35513,cool,Clouds
#28:10034,cool,Clouds
#25:35933,cool,Clouds
#25:35936,cool,Clouds
#22:36071,cool,Clouds
#23:36034,cool,Clouds
#24:35984,cool,Clouds
#22:36786,cool,Clouds
#23:37290,cool,Clouds
#24:37240,cool,Clouds
#25:37193,cool,Clouds
#22:37331,cool,Clouds
#29:9748,cool,Clouds
#23:39280,cool,Clouds
#23:34756,cool,Clouds
#26:9883,cool,Clouds
#22:35116,cool,Clouds
#25:36575,cool,Clouds
#25:35138,cool,Clouds
#26:10027,cool,Clouds
#23:39400,cool,Clouds
#26:11216,cool,Clouds
#26:11233,cool,Clouds
#227:9436,cool,Clouds
#229:9435,cool,Clouds
#225:33905,cool,Clouds
#228:9435,cool,Clouds
#223:33907,cool,Clouds
#224:33959,cool,Clouds
#225:33958,cool,Clouds
#224:33960,cool,Clouds
#225:33959,cool,Clouds
#224:33994,cool,Clouds
#224:36033,cool,Clouds
#222:36041,cool,Clouds
#223:36038,cool,Clouds
#224:36034,cool,Clouds
#225:36030,cool,Clouds
#222:36042,cool,Clouds
#225:37284,cool,Clouds
#222:37298,cool,Clouds
#229:10611,cool,Clouds
#223:37910,cool,Clouds
#224:38480,cool,Clouds
#225:38475,cool,Clouds
#222:38489,cool,Clouds
#223:38591,cool,Clouds
#224:38586,cool,Clouds
#227:10805,cool,Clouds
#225:38581,cool,Clouds
#222:38595,cool,Clouds
#222:38823,cool,Clouds
#223:38820,cool,Clouds
#224:38815,cool,Clouds
#224:39118,cool,Clouds
#225:39113,cool,Clouds
#222:39127,cool,Clouds
#225:39450,cool,Clouds
#225:44463,cool,Clouds
#225:39615,cool,Clouds
#224:44477,cool,Clouds
#227:12376,cool,Clouds
#223:44483,cool,Clouds
#222:44494,cool,Clouds
#228:12371,cool,Clouds
#223:44490,cool,Clouds
#228:12372,cool,Clouds
#224:47340,cool,Clouds
#222:49255,cool,Clouds
#224:49243,cool,Clouds
#223:49250,cool,Clouds
#225:49231,cool,Clouds
#222:47973,cool,Clouds
#223:47969,cool,Clouds
#224:47963,cool,Clouds
#223:47971,cool,Clouds
#228:13397,cool,Clouds
#224:47965,cool,Clouds
#225:47955,cool,Clouds
#229:13391,cool,Clouds
#222:47977,cool,Clouds
#227:13408,cool,Clouds
#223:47973,cool,Clouds
#225:47957,cool,Clouds
#222:47980,cool,Clouds
#23:18286,comfortable,Clouds
#22:19311,comfortable,Clouds
#29:5304,comfortable,Clouds
#23:19279,comfortable,Clouds
#22:19740,comfortable,Clouds
#27:5493,comfortable,Clouds
#23:19708,comfortable,Clouds
#24:20262,comfortable,Clouds
#24:20294,comfortable,Clouds
#23:20730,comfortable,Clouds
#27:5773,comfortable,Clouds
#24:20683,comfortable,Clouds
#25:20641,comfortable,Clouds
#22:21260,comfortable,Clouds
#23:21232,comfortable,Clouds
#26:5976,comfortable,Clouds
#24:21185,comfortable,Clouds
#25:21143,comfortable,Clouds
#24:22039,comfortable,Clouds
#25:21997,comfortable,Clouds
#22:22119,comfortable,Clouds
#23:22087,comfortable,Clouds
#23:23710,comfortable,Clouds
#24:23663,comfortable,Clouds
#25:23620,comfortable,Clouds
#23:23352,comfortable,Clouds
#24:23305,comfortable,Clouds
#29:6512,comfortable,Clouds
#25:23262,comfortable,Clouds
#22:23385,comfortable,Clouds
#23:18443,comfortable,Clouds
#23:18731,comfortable,Clouds
#24:19252,comfortable,Clouds
#29:5310,comfortable,Clouds
#25:19210,comfortable,Clouds
#24:22354,comfortable,Clouds
#25:22311,comfortable,Clouds
#25:22312,comfortable,Clouds
#26:6322,comfortable,Clouds
#23:22403,comfortable,Clouds
#24:24636,comfortable,Clouds
#22:22557,comfortable,Clouds
#22:22963,comfortable,Clouds
#24:22477,comfortable,Clouds
#29:6241,comfortable,Clouds
#25:22434,comfortable,Clouds
#27:6351,comfortable,Clouds
#23:22658,comfortable,Clouds
#24:22625,comfortable,Clouds
#25:22562,comfortable,Clouds
#27:6347,comfortable,Clouds
#22:22685,comfortable,Clouds
#28:6310,comfortable,Clouds
#25:24592,comfortable,Clouds
#23:24686,comfortable,Clouds
#25:24594,comfortable,Clouds
#22:24720,comfortable,Clouds
#23:24688,comfortable,Clouds
#26:6482,comfortable,Clouds
#22:22966,comfortable,Clouds
#25:24604,comfortable,Clouds
#28:6925,comfortable,Clouds
#24:24649,comfortable,Clouds
#29:6887,comfortable,Clouds
#22:24731,comfortable,Clouds
#22:24725,comfortable,Clouds
#23:24700,comfortable,Clouds
#28:6926,comfortable,Clouds
#24:24651,comfortable,Clouds
#25:24607,comfortable,Clouds
#23:25116,comfortable,Clouds
#26:7126,comfortable,Clouds
#22:33542,comfortable,Clouds
#24:33457,comfortable,Clouds
#23:33507,comfortable,Clouds
#23:33970,comfortable,Clouds
#25:35971,comfortable,Clouds
#25:38272,comfortable,Clouds
#26:10921,comfortable,Clouds
#25:38471,comfortable,Clouds
#22:38609,comfortable,Clouds
#224:35827,comfortable,Clouds
#225:35824,comfortable,Clouds
#226:10347,comfortable,Clouds
#224:36955,comfortable,Clouds
#223:36960,comfortable,Clouds
#224:36956,comfortable,Clouds
#222:36964,comfortable,Clouds
#222:37325,comfortable,Clouds
#224:37317,comfortable,Clouds
#224:38092,comfortable,Clouds
#222:38101,comfortable,Clouds
#223:38098,comfortable,Clouds
#22:22613,comfortable,Clouds
#24:22533,comfortable,Clouds
#25:36731,comfortable,Clouds
#24:36770,comfortable,Clouds
#28:10369,comfortable,Clouds
#25:36723,comfortable,Clouds
#22:36861,comfortable,Clouds
#25:36724,comfortable,Clouds
#24:36758,comfortable,Clouds
#23:31366,comfortable,Clouds
#22:31397,comfortable,Clouds
#24:36754,comfortable,Clouds
#24:32119,comfortable,Clouds
#25:32074,comfortable,Clouds
#24:32118,comfortable,Clouds
#23:36804,comfortable,Clouds
#25:36729,comfortable,Clouds
#23:38409,comfortable,Clouds
#24:38350,comfortable,Clouds
#27:10885,comfortable,Clouds
#22:38441,comfortable,Clouds
#28:10846,comfortable,Clouds
#23:38403,comfortable,Clouds
#222:34111,comfortable,Clouds
#223:34114,comfortable,Clouds
#225:34109,comfortable,Clouds
#222:38792,comfortable,Clouds
#224:38785,comfortable,Clouds
#225:46190,comfortable,Clouds
#222:46212,comfortable,Clouds
#229:12912,comfortable,Clouds
#223:46207,comfortable,Clouds
#226:12934,comfortable,Clouds
#224:46201,comfortable,Clouds
#222:46213,comfortable,Clouds
#223:46208,comfortable,Clouds
#224:46202,comfortable,Clouds
#227:12929,comfortable,Clouds
#225:46192,comfortable,Clouds
#222:46215,comfortable,Clouds
#226:12935,comfortable,Clouds
#227:12930,comfortable,Clouds
#225:46194,comfortable,Clouds
#222:46216,comfortable,Clouds
#223:46211,comfortable,Clouds
#224:46205,comfortable,Clouds
#226:12937,comfortable,Clouds
#225:46198,comfortable,Clouds
#225:46199,comfortable,Clouds
#223:46216,comfortable,Clouds
#224:46210,comfortable,Clouds
#225:46200,comfortable,Clouds
#222:46222,comfortable,Clouds
#224:46211,comfortable,Clouds
#225:46201,comfortable,Clouds
#225:46202,comfortable,Clouds
#223:46219,comfortable,Clouds
#224:46215,comfortable,Clouds
#227:12934,comfortable,Clouds
#223:46222,comfortable,Clouds
#228:12924,comfortable,Clouds
#225:46206,comfortable,Clouds
#222:46228,comfortable,Clouds
#223:46223,comfortable,Clouds
#225:46207,comfortable,Clouds
#229:12918,comfortable,Clouds
#222:46229,comfortable,Clouds
#227:12935,comfortable,Clouds
#225:46208,comfortable,Clouds
#222:46230,comfortable,Clouds
#228:12925,comfortable,Clouds
#223:46225,comfortable,Clouds
#224:46219,comfortable,Clouds
#224:46220,comfortable,Clouds
#226:12941,comfortable,Clouds
#225:46210,comfortable,Clouds
#226:12942,comfortable,Clouds
#222:46234,comfortable,Clouds
#227:12937,comfortable,Clouds
#223:46229,comfortable,Clouds
#224:46223,comfortable,Clouds
#225:46213,comfortable,Clouds
#225:46214,comfortable,Clouds
#223:46772,comfortable,Clouds
#227:13090,comfortable,Clouds
#224:46766,comfortable,Clouds
#228:13080,comfortable,Clouds
#225:46756,comfortable,Clouds
#229:13074,comfortable,Clouds
#222:46778,comfortable,Clouds
#225:46888,comfortable,Clouds
#225:46889,comfortable,Clouds
#224:46900,comfortable,Clouds
#225:47270,comfortable,Clouds
#223:47287,comfortable,Clouds
#223:47293,comfortable,Clouds
#225:47277,comfortable,Clouds
#225:47803,comfortable,Clouds
#226:13376,comfortable,Clouds
#222:47825,comfortable,Clouds
#22:12472,comfortable,Clouds
#29:3344,comfortable,Clouds
#23:12452,comfortable,Clouds
#24:24102,comfortable,Clouds
#29:6731,comfortable,Clouds
#25:24058,comfortable,Clouds
#22:24183,comfortable,Clouds
#26:6848,comfortable,Clouds
#23:24151,comfortable,Clouds
#28:6930,comfortable,Clouds
#25:24618,comfortable,Clouds
#22:24744,comfortable,Clouds
#24:25037,comfortable,Clouds
#26:7118,comfortable,Clouds
#25:24993,comfortable,Clouds
#26:7586,comfortable,Clouds
#24:26570,comfortable,Clouds
#27:7545,comfortable,Clouds
#25:26526,comfortable,Clouds
#28:7507,comfortable,Clouds
#23:26620,comfortable,Clouds
#25:26774,comfortable,Clouds
#22:26900,comfortable,Clouds
#22:12637,comfortable,Clouds
#26:3472,comfortable,Clouds
#24:12583,comfortable,Clouds
#27:3444,comfortable,Clouds
#24:12584,comfortable,Clouds
#23:15151,comfortable,Clouds
#25:15074,comfortable,Clouds
#22:15174,comfortable,Clouds
#26:4264,comfortable,Clouds
#27:4231,comfortable,Clouds
#24:15110,comfortable,Clouds
#25:15075,comfortable,Clouds
#24:15109,comfortable,Clouds
#23:15274,comfortable,Clouds
#26:4304,comfortable,Clouds
#25:15199,comfortable,Clouds
#22:15299,comfortable,Clouds
#23:15275,comfortable,Clouds
#23:24327,comfortable,Clouds
#26:6891,comfortable,Clouds
#24:24279,comfortable,Clouds
#27:6851,comfortable,Clouds
#25:24235,comfortable,Clouds
#23:29480,comfortable,Clouds
#22:15164,comfortable,Clouds
#23:15140,comfortable,Clouds
#25:15084,comfortable,Clouds
#23:15161,comfortable,Clouds
#24:15121,comfortable,Clouds
#25:15086,comfortable,Clouds
#25:15248,comfortable,Clouds
#29:4225,comfortable,Clouds
#22:15348,comfortable,Clouds
#26:4323,comfortable,Clouds
#23:15324,comfortable,Clouds
#24:16014,comfortable,Clouds
#22:15531,comfortable,Clouds
#22:15639,comfortable,Clouds
#26:4414,comfortable,Clouds
#23:15615,comfortable,Clouds
#22:16169,comfortable,Clouds
#27:4566,comfortable,Clouds
#22:16275,comfortable,Clouds
#22:16276,comfortable,Clouds
#22:15869,comfortable,Clouds
#26:5398,comfortable,Clouds
#27:5359,comfortable,Clouds
#23:19218,comfortable,Clouds
#25:19180,comfortable,Clouds
#23:19348,comfortable,Clouds
#24:19330,comfortable,Clouds
#28:5371,comfortable,Clouds
#22:19410,comfortable,Clouds
#24:29548,comfortable,Clouds
#24:31881,comfortable,Clouds
#27:9005,comfortable,Clouds
#25:31837,comfortable,Clouds
#24:38202,comfortable,Clouds
#28:10799,comfortable,Clouds
#25:38155,comfortable,Clouds
#25:38440,comfortable,Clouds
#25:17810,comfortable,Clouds
#24:18005,comfortable,Clouds
#24:18452,comfortable,Clouds
#25:18616,comfortable,Clouds
#25:18776,comfortable,Clouds
#22:19189,comfortable,Clouds
#23:19267,comfortable,Clouds
#28:5339,comfortable,Clouds
#26:5429,comfortable,Clouds
#25:19438,comfortable,Clouds
#22:20266,comfortable,Clouds
#23:20234,comfortable,Clouds
#23:21006,comfortable,Clouds
#22:21040,comfortable,Clouds
#23:21059,comfortable,Clouds
#29:4978,comfortable,Clouds
#25:17871,comfortable,Clouds
#22:18892,comfortable,Clouds
#23:18145,comfortable,Clouds
#22:18177,comfortable,Clouds
#24:18098,comfortable,Clouds
#25:18255,comfortable,Clouds
#27:5142,comfortable,Clouds
#22:18377,comfortable,Clouds
#23:18345,comfortable,Clouds
#22:18375,comfortable,Clouds
#23:18343,comfortable,Clouds
#27:6295,comfortable,Clouds
#23:22444,comfortable,Clouds
#28:6258,comfortable,Clouds
#24:22397,comfortable,Clouds
#25:22354,comfortable,Clouds
#24:18347,comfortable,Clouds
#27:5156,comfortable,Clouds
#24:19335,comfortable,Clouds
#28:5372,comfortable,Clouds
#22:19415,comfortable,Clouds
#22:19968,comfortable,Clouds
#29:5478,comfortable,Clouds
#24:19889,comfortable,Clouds
#23:22699,comfortable,Clouds
#24:22652,comfortable,Clouds
#27:6362,comfortable,Clouds
#22:22730,comfortable,Clouds
#28:6325,comfortable,Clouds
#23:22698,comfortable,Clouds
#29:6288,comfortable,Clouds
#24:22651,comfortable,Clouds
#26:6403,comfortable,Clouds
#22:22731,comfortable,Clouds
#22:22726,comfortable,Clouds
#27:6361,comfortable,Clouds
#24:22646,comfortable,Clouds
#22:32077,comfortable,Clouds
#23:19751,comfortable,Clouds
#23:19752,comfortable,Clouds
#29:5432,comfortable,Clouds
#25:19663,comfortable,Clouds
#25:31947,comfortable,Clouds
#24:18034,comfortable,Clouds
#25:17992,comfortable,Clouds
#22:18114,comfortable,Clouds
#23:18082,comfortable,Clouds
#23:18083,comfortable,Clouds
#29:5003,comfortable,Clouds
#25:17994,comfortable,Clouds
#27:5078,comfortable,Clouds
#22:18116,comfortable,Clouds
#24:18186,comfortable,Clouds
#23:18235,comfortable,Clouds
#25:18149,comfortable,Clouds
#23:18129,comfortable,Clouds
#25:18338,comfortable,Clouds
#22:18741,comfortable,Clouds
#25:18707,comfortable,Clouds
#27:5230,comfortable,Clouds
#24:18750,comfortable,Clouds
#28:5193,comfortable,Clouds
#24:18960,comfortable,Clouds
#26:5330,comfortable,Clouds
#25:18918,comfortable,Clouds
#22:19218,comfortable,Clouds
#27:5352,comfortable,Clouds
#24:19139,comfortable,Clouds
#25:19097,comfortable,Clouds
#28:5315,comfortable,Clouds
#22:19219,comfortable,Clouds
#23:19409,comfortable,Clouds
#24:19362,comfortable,Clouds
#23:19812,comfortable,Clouds
#25:19955,comfortable,Clouds
#23:20219,comfortable,Clouds
#24:20173,comfortable,Clouds
#25:20131,comfortable,Clouds
#25:20133,comfortable,Clouds
#28:5596,comfortable,Clouds
#23:20223,comfortable,Clouds
#29:5559,comfortable,Clouds
#24:20176,comfortable,Clouds
#25:20729,comfortable,Clouds
#22:20855,comfortable,Clouds
#22:20857,comfortable,Clouds
#22:20861,comfortable,Clouds
#29:5727,comfortable,Clouds
#23:20829,comfortable,Clouds
#26:5841,comfortable,Clouds
#24:20782,comfortable,Clouds
#27:5802,comfortable,Clouds
#24:20783,comfortable,Clouds
#25:20741,comfortable,Clouds
#28:5765,comfortable,Clouds
#22:20863,comfortable,Clouds
#29:5728,comfortable,Clouds
#23:20831,comfortable,Clouds
#26:5842,comfortable,Clouds
#24:20784,comfortable,Clouds
#24:20786,comfortable,Clouds
#24:20846,comfortable,Clouds
#23:21083,comfortable,Clouds
#22:21826,comfortable,Clouds
#25:21942,comfortable,Clouds
#25:21944,comfortable,Clouds
#23:22614,comfortable,Clouds
#23:22620,comfortable,Clouds
#27:6337,comfortable,Clouds
#23:22622,comfortable,Clouds
#24:22575,comfortable,Clouds
#25:22532,comfortable,Clouds
#24:25923,comfortable,Clouds
#24:25928,comfortable,Clouds
#26:7401,comfortable,Clouds
#24:25927,comfortable,Clouds
#25:25883,comfortable,Clouds
#24:25925,comfortable,Clouds
#23:27216,comfortable,Clouds
#24:27170,comfortable,Clouds
#25:27126,comfortable,Clouds
#29:7608,comfortable,Clouds
#24:18072,comfortable,Clouds
#29:5015,comfortable,Clouds
#25:18030,comfortable,Clouds
#23:18119,comfortable,Clouds
#22:19307,comfortable,Clouds
#23:19275,comfortable,Clouds
#27:5523,comfortable,Clouds
#23:19802,comfortable,Clouds
#23:19824,comfortable,Clouds
#24:19751,comfortable,Clouds
#29:5447,comfortable,Clouds
#25:19709,comfortable,Clouds
#24:19225,comfortable,Clouds
#26:5414,comfortable,Clouds
#23:19480,comfortable,Clouds
#25:20636,comfortable,Clouds
#22:20758,comfortable,Clouds
#25:20635,comfortable,Clouds
#26:5811,comfortable,Clouds
#25:20638,comfortable,Clouds
#24:20679,comfortable,Clouds
#27:5772,comfortable,Clouds
#25:20637,comfortable,Clouds
#23:18136,comfortable,Clouds
#25:18169,comfortable,Clouds
#28:5079,comfortable,Clouds
#23:18259,comfortable,Clouds
#24:18641,comfortable,Clouds
#25:18599,comfortable,Clouds
#23:18446,comfortable,Clouds
#25:18598,comfortable,Clouds
#27:5201,comfortable,Clouds
#22:18720,comfortable,Clouds
#22:18899,comfortable,Clouds
#25:19080,comfortable,Clouds
#22:19200,comfortable,Clouds
#23:19143,comfortable,Clouds
#26:5379,comfortable,Clouds
#24:19096,comfortable,Clouds
#27:5341,comfortable,Clouds
#25:19054,comfortable,Clouds
#28:5304,comfortable,Clouds
#22:19176,comfortable,Clouds
#29:5267,comfortable,Clouds
#26:5380,comfortable,Clouds
#24:19097,comfortable,Clouds
#25:19150,comfortable,Clouds
#24:19298,comfortable,Clouds
#27:5398,comfortable,Clouds
#23:19346,comfortable,Clouds
#28:5361,comfortable,Clouds
#24:19299,comfortable,Clouds
#29:5324,comfortable,Clouds
#25:19257,comfortable,Clouds
#26:5437,comfortable,Clouds
#22:19379,comfortable,Clouds
#27:5399,comfortable,Clouds
#23:19347,comfortable,Clouds
#22:19377,comfortable,Clouds
#23:19345,comfortable,Clouds
#25:19466,comfortable,Clouds
#29:5383,comfortable,Clouds
#22:19588,comfortable,Clouds
#26:5496,comfortable,Clouds
#23:19556,comfortable,Clouds
#22:19684,comfortable,Clouds
#25:19670,comfortable,Clouds
#25:19714,comfortable,Clouds
#22:19836,comfortable,Clouds
#24:19846,comfortable,Clouds
